ID,DESCRIPTION,Attribut1,Additional Feature,Application,Characteristic,Temp,Height,Length in mm,Rating,Material,Size,Code,Joule-integral-Nom (J),LC Risk,Maximum AC Voltage Rating,Maximum DC Voltage Rating,Maximum Power Dissipation,Mounting,Mounting Feature,Number of Terminals,Operating Temperature-Max (Cel),Operating Temperature-Min (Cel),Physical Dimension,Pre-arcing time-Min (ms),Product Diameter,Product Length,Rated Breaking Capacity (A),Rated Current (A),Rated Voltage (V),Rated Voltage(AC) (V),Rated Voltage(DC) (V),combined_text
A178,"Indicator SubRed Slow Blow Movement 0.062A 250V Radial DIP 10.16 X 6.35 X 4.19mm Thermoplastic Bulk CSA/UL Electric Indicator, Fast Blow, 0.062A, 250VAC, 50A (IR), Through Hole",Slow Blow,,Motor Circuit,FAST,6.35mm,4.19mm,9.45mm,0.062A,Thermoplastic,10.16 X 6.35 X 4.19mm,e0,0.00022J,Low,250V,,,Through Hole,THROUGH HOLE,2.0,125Cel,-55Cel,9.45mm  x  6.35mm  x  4.19mm,,,9.45mm,50A,0.062A,250V,250V,,indicator subred slow blow movement 0 062a 250v radial dip 10 16 x 6 35 x 4 19mm thermoplastic bulk csa ul electric indicator fast blow 0 062a 250vac 50a ir through hole motor circuit fast thermoplastic 10 16 x 6 35 x 4 19mm
A179,"Indicator SubRed Slow Blow Movement 0.062A 250V SMD Gull Wing 10.16 X 6.35 X 4.19mm Thermoplastic Bulk CSA/UL Electric Indicator, Fast Blow, 0.062A, 250VAC, 50A (IR), Surface Mount",Slow Blow,,Motor Circuit,FAST,6.35mm,4.19mm,9.45mm,0.062A,Thermoplastic,10.16 X 6.35 X 4.19mm,e0,0.00022J,Low,250V,,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,9.45mm  x  6.35mm  x  4.19mm,,,9.45mm,50A,0.062A,250V,250V,,indicator subred slow blow movement 0 062a 250v smd gull wing 10 16 x 6 35 x 4 19mm thermoplastic bulk csa ul electric indicator fast blow 0 062a 250vac 50a ir surface mount motor circuit fast thermoplastic 10 16 x 6 35 x 4 19mm
A180,"Indicator SubRed Slow Blow Movement 0.62A 250V SMD Gull Wing 10.16 X 6.35 X 4.19mm Thermoplastic T/R CSA/UL Electric Indicator, Fast Blow, 0.062A, 250VAC, 50A (IR), Surface Mount",Slow Blow,,Motor Circuit,FAST,6.35mm,4.19mm,9.45mm,0.62A,Thermoplastic,10.16 X 6.35 X 4.19mm,e0,0.00022J,Low,250V,,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,9.45mm  x  6.35mm  x  4.19mm,,,9.45mm,50A,0.062A,250V,250V,,indicator subred slow blow movement 0 62a 250v smd gull wing 10 16 x 6 35 x 4 19mm thermoplastic t r csa ul electric indicator fast blow 0 062a 250vac 50a ir surface mount motor circuit fast thermoplastic 10 16 x 6 35 x 4 19mm
A181,"Indicator SubRed Slow Blow Movement 0.125A 250V Radial DIP 10.16 X 6.35 X 4.19mm Thermoplastic Bulk CSA/UL Electric Indicator, Fast Blow, 0.125A, 250VAC, 50A (IR), Through Hole",Slow Blow,,Motor Circuit,FAST,6.35mm,4.19mm,9.45mm,0.125A,Thermoplastic,10.16 X 6.35 X 4.19mm,e0,0.0018J,Low,250V,,,Through Hole,THROUGH HOLE,2.0,125Cel,-55Cel,9.45mm  x  6.35mm  x  4.19mm,,,9.45mm,50A,0.125A,250V,250V,,indicator subred slow blow movement 0 125a 250v radial dip 10 16 x 6 35 x 4 19mm thermoplastic bulk csa ul electric indicator fast blow 0 125a 250vac 50a ir through hole motor circuit fast thermoplastic 10 16 x 6 35 x 4 19mm
A182,"Indicator SubRed Slow Blow Movement 0.125A 250V SMD Gull Wing 10.16 X 6.35 X 4.19mm Thermoplastic Bulk CSA/UL Electric Indicator, Fast Blow, 0.125A, 250VAC, 50A (IR), Surface Mount",Slow Blow,,Motor Circuit,FAST,6.35mm,4.19mm,9.45mm,0.125A,Thermoplastic,10.16 X 6.35 X 4.19mm,e0,0.0018J,Low,250V,,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,9.45mm  x  6.35mm  x  4.19mm,,,9.45mm,50A,0.125A,250V,250V,,indicator subred slow blow movement 0 125a 250v smd gull wing 10 16 x 6 35 x 4 19mm thermoplastic bulk csa ul electric indicator fast blow 0 125a 250vac 50a ir surface mount motor circuit fast thermoplastic 10 16 x 6 35 x 4 19mm
A183,"Indicator SubRed Slow Blow Movement 0.125A 250V SMD Gull Wing 10.16 X 6.35 X 4.19mm Thermoplastic T/R CSA/UL Electric Indicator, Fast Blow, 0.125A, 250VAC, 50A (IR), Surface Mount",Slow Blow,,Motor Circuit,FAST,6.35mm,4.19mm,9.45mm,0.125A,Thermoplastic,10.16 X 6.35 X 4.19mm,e0,0.0018J,Low,250V,,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,9.45mm  x  6.35mm  x  4.19mm,,,9.45mm,50A,0.125A,250V,250V,,indicator subred slow blow movement 0 125a 250v smd gull wing 10 16 x 6 35 x 4 19mm thermoplastic t r csa ul electric indicator fast blow 0 125a 250vac 50a ir surface mount motor circuit fast thermoplastic 10 16 x 6 35 x 4 19mm
A184,"Indicator SubRed Slow Blow Movement 0.25A 250V Radial DIP 10.16 X 6.35 X 4.19mm Thermoplastic Bulk CSA/UL Electric Indicator, Fast Blow, 0.25A, 250VAC, 50A (IR), Through Hole",Slow Blow,,Motor Circuit,FAST,6.35mm,4.19mm,9.45mm,0.25A,Thermoplastic,10.16 X 6.35 X 4.19mm,e0,0.0147J,Low,250V,,,Through Hole,THROUGH HOLE,2.0,125Cel,-55Cel,9.45mm  x  6.35mm  x  4.19mm,,,9.45mm,50A,0.25A,250V,250V,,indicator subred slow blow movement 0 25a 250v radial dip 10 16 x 6 35 x 4 19mm thermoplastic bulk csa ul electric indicator fast blow 0 25a 250vac 50a ir through hole motor circuit fast thermoplastic 10 16 x 6 35 x 4 19mm
A185,"Indicator SubRed Slow Blow Movement 0.25A 250V SMD Gull Wing 10.16 X 6.35 X 4.19mm Thermoplastic Bulk CSA/UL Electric Indicator, Fast Blow, 0.25A, 250VAC, 50A (IR), Surface Mount",Slow Blow,,Motor Circuit,FAST,6.35mm,4.19mm,9.45mm,0.25A,Thermoplastic,10.16 X 6.35 X 4.19mm,e0,0.0147J,Low,250V,,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,9.45mm  x  6.35mm  x  4.19mm,,,9.45mm,50A,0.25A,250V,250V,,indicator subred slow blow movement 0 25a 250v smd gull wing 10 16 x 6 35 x 4 19mm thermoplastic bulk csa ul electric indicator fast blow 0 25a 250vac 50a ir surface mount motor circuit fast thermoplastic 10 16 x 6 35 x 4 19mm
A186,"Indicator SubRed Slow Blow Movement 0.25A 250V SMD Gull Wing 10.16 X 6.35 X 4.19mm Thermoplastic T/R CSA/UL Electric Indicator, Fast Blow, 0.25A, 250VAC, 50A (IR), Surface Mount",Slow Blow,,Motor Circuit,FAST,6.35mm,4.19mm,9.45mm,0.25A,Thermoplastic,10.16 X 6.35 X 4.19mm,e0,0.0147J,Low,250V,,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,9.45mm  x  6.35mm  x  4.19mm,,,9.45mm,50A,0.25A,250V,250V,,indicator subred slow blow movement 0 25a 250v smd gull wing 10 16 x 6 35 x 4 19mm thermoplastic t r csa ul electric indicator fast blow 0 25a 250vac 50a ir surface mount motor circuit fast thermoplastic 10 16 x 6 35 x 4 19mm
A187,"Indicator SubRed Slow Blow Movement 0.5A 250V Radial DIP 10.16 X 6.35 X 4.19mm Thermoplastic Bulk CSA/UL Electric Indicator, Fast Blow, 0.5A, 250VAC, 50A (IR), Through Hole",Slow Blow,,Motor Circuit,FAST,6.35mm,4.19mm,9.45mm,0.5A,Thermoplastic,10.16 X 6.35 X 4.19mm,e0,0.0363J,Low,250V,,,Through Hole,THROUGH HOLE,2.0,125Cel,-55Cel,9.45mm  x  6.35mm  x  4.19mm,,,9.45mm,50A,0.5A,250V,250V,,indicator subred slow blow movement 0 5a 250v radial dip 10 16 x 6 35 x 4 19mm thermoplastic bulk csa ul electric indicator fast blow 0 5a 250vac 50a ir through hole motor circuit fast thermoplastic 10 16 x 6 35 x 4 19mm
A188,"Indicator SubRed Slow Blow Movement 0.5A 250V SMD Gull Wing 10.16 X 6.35 X 4.19mm Thermoplastic Bulk CSA/UL Electric Indicator, Fast Blow, 0.5A, 250VAC, 50A (IR), Surface Mount",Slow Blow,,Motor Circuit,FAST,6.35mm,4.19mm,9.45mm,0.5A,Thermoplastic,10.16 X 6.35 X 4.19mm,e0,0.0363J,Low,250V,,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,9.45mm  x  6.35mm  x  4.19mm,,,9.45mm,50A,0.5A,250V,250V,,indicator subred slow blow movement 0 5a 250v smd gull wing 10 16 x 6 35 x 4 19mm thermoplastic bulk csa ul electric indicator fast blow 0 5a 250vac 50a ir surface mount motor circuit fast thermoplastic 10 16 x 6 35 x 4 19mm
A189,"Indicator SubRed Slow Blow Movement 0.5A 250V SMD Gull Wing 10.16 X 6.35 X 4.19mm Thermoplastic T/R CSA/UL Electric Indicator, Fast Blow, 0.5A, 250VAC, 50A (IR), Surface Mount",Slow Blow,,Motor Circuit,FAST,6.35mm,4.19mm,9.45mm,0.5A,Thermoplastic,10.16 X 6.35 X 4.19mm,e0,0.0363J,Low,250V,,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,9.45mm  x  6.35mm  x  4.19mm,,,9.45mm,50A,0.5A,250V,250V,,indicator subred slow blow movement 0 5a 250v smd gull wing 10 16 x 6 35 x 4 19mm thermoplastic t r csa ul electric indicator fast blow 0 5a 250vac 50a ir surface mount motor circuit fast thermoplastic 10 16 x 6 35 x 4 19mm
A190,"Indicator SubRed Slow Blow Movement 0.75A 250V Radial DIP 10.16 X 6.35 X 4.19mm Thermoplastic Bulk CSA/UL Electric Indicator, Fast Blow, 0.75A, 250VAC, 50A (IR), Through Hole",Slow Blow,,Motor Circuit,FAST,6.35mm,4.19mm,9.45mm,0.75A,Thermoplastic,10.16 X 6.35 X 4.19mm,e0,0.098J,Low,250V,,,Through Hole,THROUGH HOLE,2.0,125Cel,-55Cel,9.45mm  x  6.35mm  x  4.19mm,,,9.45mm,50A,0.75A,250V,250V,,indicator subred slow blow movement 0 75a 250v radial dip 10 16 x 6 35 x 4 19mm thermoplastic bulk csa ul electric indicator fast blow 0 75a 250vac 50a ir through hole motor circuit fast thermoplastic 10 16 x 6 35 x 4 19mm
A191,"Indicator SubRed Slow Blow Movement 0.75A 250V SMD Gull Wing 10.16 X 6.35 X 4.19mm Thermoplastic Bulk CSA/UL Electric Indicator, Fast Blow, 0.75A, 250VAC, 50A (IR), Surface Mount",Slow Blow,,Motor Circuit,FAST,6.35mm,4.19mm,9.45mm,0.75A,Thermoplastic,10.16 X 6.35 X 4.19mm,e0,0.098J,Low,250V,,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,9.45mm  x  6.35mm  x  4.19mm,,,9.45mm,50A,0.75A,250V,250V,,indicator subred slow blow movement 0 75a 250v smd gull wing 10 16 x 6 35 x 4 19mm thermoplastic bulk csa ul electric indicator fast blow 0 75a 250vac 50a ir surface mount motor circuit fast thermoplastic 10 16 x 6 35 x 4 19mm
A192,"Indicator SubRed Slow Blow Movement 0.75A 250V SMD Gull Wing 10.16 X 6.35 X 4.19mm Thermoplastic T/R CSA/UL Electric Indicator, Fast Blow, 0.75A, 250VAC, 50A (IR), Surface Mount",Slow Blow,,Motor Circuit,FAST,6.35mm,4.19mm,9.45mm,0.75A,Thermoplastic,10.16 X 6.35 X 4.19mm,e0,0.098J,Low,250V,,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,9.45mm  x  6.35mm  x  4.19mm,,,9.45mm,50A,0.75A,250V,250V,,indicator subred slow blow movement 0 75a 250v smd gull wing 10 16 x 6 35 x 4 19mm thermoplastic t r csa ul electric indicator fast blow 0 75a 250vac 50a ir surface mount motor circuit fast thermoplastic 10 16 x 6 35 x 4 19mm
A193,"Indicator SubRed Slow Blow Movement 1A 250V SMD Gull Wing 10.16 X 6.35 X 4.19mm Thermoplastic Bulk CSA/UL Electric Indicator, Slow Blow, 1A, 250VAC, 50A (IR), Surface Mount",Slow Blow,,Motor Circuit,SLOW,6.35mm,4.19mm,9.45mm,1A,Thermoplastic,10.16 X 6.35 X 4.19mm,e0,0.328J,Low,250V,,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,9.45mm  x  6.35mm  x  4.19mm,,,9.45mm,50A,1A,250V,250V,,indicator subred slow blow movement 1a 250v smd gull wing 10 16 x 6 35 x 4 19mm thermoplastic bulk csa ul electric indicator slow blow 1a 250vac 50a ir surface mount motor circuit slow thermoplastic 10 16 x 6 35 x 4 19mm
A194,"Indicator SubRed Slow Blow Movement 1A 250V SMD Gull Wing 10.16 X 6.35 X 4.19mm Thermoplastic T/R CSA/UL Electric Indicator, Slow Blow, 1A, 250VAC, 50A (IR), Surface Mount",Slow Blow,,Motor Circuit,SLOW,6.35mm,4.19mm,9.45mm,1A,Thermoplastic,10.16 X 6.35 X 4.19mm,e0,0.328J,Low,250V,,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,9.45mm  x  6.35mm  x  4.19mm,,,9.45mm,50A,1A,250V,250V,,indicator subred slow blow movement 1a 250v smd gull wing 10 16 x 6 35 x 4 19mm thermoplastic t r csa ul electric indicator slow blow 1a 250vac 50a ir surface mount motor circuit slow thermoplastic 10 16 x 6 35 x 4 19mm
A195,"Indicator SubRed Slow Blow Movement 2A 250V SMD Gull Wing 10.16 X 6.35 X 4.19mm Thermoplastic Bulk CSA/UL Electric Indicator, Slow Blow, 2A, 250VAC, 50A (IR), Surface Mount",Slow Blow,,Motor Circuit,SLOW,6.35mm,4.19mm,9.45mm,2A,Thermoplastic,10.16 X 6.35 X 4.19mm,e0,1.7J,Low,250V,,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,9.45mm  x  6.35mm  x  4.19mm,,,9.45mm,50A,2A,250V,250V,,indicator subred slow blow movement 2a 250v smd gull wing 10 16 x 6 35 x 4 19mm thermoplastic bulk csa ul electric indicator slow blow 2a 250vac 50a ir surface mount motor circuit slow thermoplastic 10 16 x 6 35 x 4 19mm
A196,"Indicator SubRed Slow Blow Movement 2A 250V SMD Gull Wing 10.16 X 6.35 X 4.19mm Thermoplastic T/R CSA/UL Electric Indicator, Slow Blow, 2A, 250VAC, 50A (IR), Surface Mount",Slow Blow,,Motor Circuit,SLOW,6.35mm,4.19mm,9.45mm,2A,Thermoplastic,10.16 X 6.35 X 4.19mm,e0,1.7J,Low,250V,,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,9.45mm  x  6.35mm  x  4.19mm,,,9.45mm,50A,2A,250V,250V,,indicator subred slow blow movement 2a 250v smd gull wing 10 16 x 6 35 x 4 19mm thermoplastic t r csa ul electric indicator slow blow 2a 250vac 50a ir surface mount motor circuit slow thermoplastic 10 16 x 6 35 x 4 19mm
A197,"Indicator SubRed Slow Blow Movement 3A 250V SMD Gull Wing 10.16 X 6.35 X 4.19mm Thermoplastic Bulk CSA/UL Electric Indicator, Slow Blow, 3A, 250VAC, 50A (IR), Surface Mount",Slow Blow,,Motor Circuit,SLOW,6.35mm,4.19mm,9.45mm,3A,Thermoplastic,10.16 X 6.35 X 4.19mm,e0,4.4J,Low,250V,,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,9.45mm  x  6.35mm  x  4.19mm,,,9.45mm,50A,3A,250V,250V,,indicator subred slow blow movement 3a 250v smd gull wing 10 16 x 6 35 x 4 19mm thermoplastic bulk csa ul electric indicator slow blow 3a 250vac 50a ir surface mount motor circuit slow thermoplastic 10 16 x 6 35 x 4 19mm
A198,"Indicator SubRed Slow Blow Movement 3A 250V SMD Gull Wing 10.16 X 6.35 X 4.19mm Thermoplastic T/R CSA/UL Electric Indicator, Slow Blow, 3A, 250VAC, 50A (IR), Surface Mount",Slow Blow,,Motor Circuit,SLOW,6.35mm,4.19mm,9.45mm,3A,Thermoplastic,10.16 X 6.35 X 4.19mm,e0,4.4J,Low,250V,,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,9.45mm  x  6.35mm  x  4.19mm,,,9.45mm,50A,3A,250V,250V,,indicator subred slow blow movement 3a 250v smd gull wing 10 16 x 6 35 x 4 19mm thermoplastic t r csa ul electric indicator slow blow 3a 250vac 50a ir surface mount motor circuit slow thermoplastic 10 16 x 6 35 x 4 19mm
A199,"Indicator SubRed Slow Blow Movement 4A 250V SMD Gull Wing 10.16 X 6.35 X 4.19mm Thermoplastic Bulk CSA/UL Electric Indicator, Slow Blow, 4A, 250VAC, 50A (IR), Surface Mount",Slow Blow,,Motor Circuit,SLOW,6.35mm,4.19mm,9.45mm,4A,Thermoplastic,10.16 X 6.35 X 4.19mm,e0,8.75J,Low,250V,,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,9.45mm  x  6.35mm  x  4.19mm,,,9.45mm,50A,4A,250V,250V,,indicator subred slow blow movement 4a 250v smd gull wing 10 16 x 6 35 x 4 19mm thermoplastic bulk csa ul electric indicator slow blow 4a 250vac 50a ir surface mount motor circuit slow thermoplastic 10 16 x 6 35 x 4 19mm
A200,"Indicator SubRed Slow Blow Movement 4A 250V SMD Gull Wing 10.16 X 6.35 X 4.19mm Thermoplastic T/R CSA/UL Electric Indicator, Slow Blow, 4A, 250VAC, 50A (IR), Surface Mount",Slow Blow,,Motor Circuit,SLOW,6.35mm,4.19mm,9.45mm,4A,Thermoplastic,10.16 X 6.35 X 4.19mm,e0,8.75J,Low,250V,,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,9.45mm  x  6.35mm  x  4.19mm,,,9.45mm,50A,4A,250V,250V,,indicator subred slow blow movement 4a 250v smd gull wing 10 16 x 6 35 x 4 19mm thermoplastic t r csa ul electric indicator slow blow 4a 250vac 50a ir surface mount motor circuit slow thermoplastic 10 16 x 6 35 x 4 19mm
A201,"Indicator SubRed Slow Blow Movement 5A 250V SMD Gull Wing 10.16 X 6.35 X 4.19mm Thermoplastic Bulk CSA/UL Electric Indicator, Slow Blow, 5A, 250VAC, 50A (IR), Surface Mount",Slow Blow,,Motor Circuit,SLOW,6.35mm,4.19mm,9.45mm,5A,Thermoplastic,10.16 X 6.35 X 4.19mm,e0,14.7J,Low,250V,,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,9.45mm  x  6.35mm  x  4.19mm,,,9.45mm,50A,5A,250V,250V,,indicator subred slow blow movement 5a 250v smd gull wing 10 16 x 6 35 x 4 19mm thermoplastic bulk csa ul electric indicator slow blow 5a 250vac 50a ir surface mount motor circuit slow thermoplastic 10 16 x 6 35 x 4 19mm
A202,"Indicator SubRed Slow Blow Movement 5A 250V SMD Gull Wing 10.16 X 6.35 X 4.19mm Thermoplastic T/R CSA/UL Electric Indicator, Slow Blow, 5A, 250VAC, 50A (IR), Surface Mount",Slow Blow,,Motor Circuit,SLOW,6.35mm,4.19mm,9.45mm,5A,Thermoplastic,10.16 X 6.35 X 4.19mm,e0,14.7J,Low,250V,,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,9.45mm  x  6.35mm  x  4.19mm,,,9.45mm,50A,5A,250V,250V,,indicator subred slow blow movement 5a 250v smd gull wing 10 16 x 6 35 x 4 19mm thermoplastic t r csa ul electric indicator slow blow 5a 250vac 50a ir surface mount motor circuit slow thermoplastic 10 16 x 6 35 x 4 19mm
A203,"Indicator SubRed Slow Blow Movement 1.5A 250V SMD Gull Wing 10.16 X 6.35 X 4.19mm Thermoplastic Bulk CSA/UL Electric Indicator, Slow Blow, 1.5A, 250VAC, 50A (IR), Surface Mount",Slow Blow,,Motor Circuit,SLOW,6.35mm,4.19mm,9.45mm,1.5A,Thermoplastic,10.16 X 6.35 X 4.19mm,e0,0.85J,Low,250V,,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,9.45mm  x  6.35mm  x  4.19mm,,,9.45mm,50A,1.5A,250V,250V,,indicator subred slow blow movement 1 5a 250v smd gull wing 10 16 x 6 35 x 4 19mm thermoplastic bulk csa ul electric indicator slow blow 1 5a 250vac 50a ir surface mount motor circuit slow thermoplastic 10 16 x 6 35 x 4 19mm
A204,"Indicator SubRed Slow Blow Movement 1.5A 250V SMD Gull Wing 10.16 X 6.35 X 4.19mm Thermoplastic T/R CSA/UL Electric Indicator, Slow Blow, 1.5A, 250VAC, 50A (IR), Surface Mount",Slow Blow,,Motor Circuit,SLOW,6.35mm,4.19mm,9.45mm,1.5A,Thermoplastic,10.16 X 6.35 X 4.19mm,e0,0.85J,Low,250V,,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,9.45mm  x  6.35mm  x  4.19mm,,,9.45mm,50A,1.5A,250V,250V,,indicator subred slow blow movement 1 5a 250v smd gull wing 10 16 x 6 35 x 4 19mm thermoplastic t r csa ul electric indicator slow blow 1 5a 250vac 50a ir surface mount motor circuit slow thermoplastic 10 16 x 6 35 x 4 19mm
A205,"Indicator SubRed Slow Blow Movement 2.5A 250V SMD Gull Wing 10.16 X 6.35 X 4.19mm Thermoplastic Bulk CSA/UL Electric Indicator, Slow Blow, 2.5A, 250VAC, 50A (IR), Surface Mount",Slow Blow,,Motor Circuit,SLOW,6.35mm,4.19mm,9.45mm,2.5A,Thermoplastic,10.16 X 6.35 X 4.19mm,e0,2.87J,Low,250V,,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,9.45mm  x  6.35mm  x  4.19mm,,,9.45mm,50A,2.5A,250V,250V,,indicator subred slow blow movement 2 5a 250v smd gull wing 10 16 x 6 35 x 4 19mm thermoplastic bulk csa ul electric indicator slow blow 2 5a 250vac 50a ir surface mount motor circuit slow thermoplastic 10 16 x 6 35 x 4 19mm
A206,"Indicator SubRed Slow Blow Movement 2.5A 250V SMD Gull Wing 10.16 X 6.35 X 4.19mm Thermoplastic T/R CSA/UL Electric Indicator, Slow Blow, 2.5A, 250VAC, 50A (IR), Surface Mount",Slow Blow,,Motor Circuit,SLOW,6.35mm,4.19mm,9.45mm,2.5A,Thermoplastic,10.16 X 6.35 X 4.19mm,e0,2.87J,Low,250V,,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,9.45mm  x  6.35mm  x  4.19mm,,,9.45mm,50A,2.5A,250V,250V,,indicator subred slow blow movement 2 5a 250v smd gull wing 10 16 x 6 35 x 4 19mm thermoplastic t r csa ul electric indicator slow blow 2 5a 250vac 50a ir surface mount motor circuit slow thermoplastic 10 16 x 6 35 x 4 19mm
A207,"Indicator SubRed Slow Blow Movement 0.25A 250V SMD Gull Wing 10.16 X 6.35 X 4.19mm Thermoplastic Bulk CSA/UL Electric Indicator, Slow Blow, 0.25A, 250VAC, 50A (IR), Surface Mount",Slow Blow,,Motor Circuit,SLOW,6.35mm,4.19mm,9.45mm,0.25A,Thermoplastic,10.16 X 6.35 X 4.19mm,e0,0.0126J,Low,250V,,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,9.45mm  x  6.35mm  x  4.19mm,,,9.45mm,50A,0.25A,250V,250V,,indicator subred slow blow movement 0 25a 250v smd gull wing 10 16 x 6 35 x 4 19mm thermoplastic bulk csa ul electric indicator slow blow 0 25a 250vac 50a ir surface mount motor circuit slow thermoplastic 10 16 x 6 35 x 4 19mm
A208,"Indicator SubRed Slow Blow Movement 0.25A 250V SMD Gull Wing 10.16 X 6.35 X 4.19mm Thermoplastic T/R CSA/UL Electric Indicator, Slow Blow, 0.25A, 250VAC, 50A (IR), Surface Mount",Slow Blow,,Motor Circuit,SLOW,6.35mm,4.19mm,9.45mm,0.25A,Thermoplastic,10.16 X 6.35 X 4.19mm,e0,0.0126J,Low,250V,,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,9.45mm  x  6.35mm  x  4.19mm,,,9.45mm,50A,0.25A,250V,250V,,indicator subred slow blow movement 0 25a 250v smd gull wing 10 16 x 6 35 x 4 19mm thermoplastic t r csa ul electric indicator slow blow 0 25a 250vac 50a ir surface mount motor circuit slow thermoplastic 10 16 x 6 35 x 4 19mm
A209,"Indicator SubRed Slow Blow Movement 0.5A 250V SMD Gull Wing 10.16 X 6.35 X 4.19mm Thermoplastic Bulk CSA/UL Electric Indicator, Slow Blow, 0.5A, 250VAC, 50A (IR), Surface Mount",Slow Blow,,Motor Circuit,SLOW,6.35mm,4.19mm,9.45mm,0.5A,Thermoplastic,10.16 X 6.35 X 4.19mm,e0,0.112J,Low,250V,,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,9.45mm  x  6.35mm  x  4.19mm,,,9.45mm,50A,0.5A,250V,250V,,indicator subred slow blow movement 0 5a 250v smd gull wing 10 16 x 6 35 x 4 19mm thermoplastic bulk csa ul electric indicator slow blow 0 5a 250vac 50a ir surface mount motor circuit slow thermoplastic 10 16 x 6 35 x 4 19mm
A210,"Indicator SubRed Slow Blow Movement 0.5A 250V SMD Gull Wing 10.16 X 6.35 X 4.19mm Thermoplastic T/R CSA/UL Electric Indicator, Slow Blow, 0.5A, 250VAC, 50A (IR), Surface Mount",Slow Blow,,Motor Circuit,SLOW,6.35mm,4.19mm,9.45mm,0.5A,Thermoplastic,10.16 X 6.35 X 4.19mm,e0,0.112J,Low,250V,,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,9.45mm  x  6.35mm  x  4.19mm,,,9.45mm,50A,0.5A,250V,250V,,indicator subred slow blow movement 0 5a 250v smd gull wing 10 16 x 6 35 x 4 19mm thermoplastic t r csa ul electric indicator slow blow 0 5a 250vac 50a ir surface mount motor circuit slow thermoplastic 10 16 x 6 35 x 4 19mm
A211,"Indicator SubRed Slow Blow Movement 0.75A 250V SMD Gull Wing 10.16 X 6.35 X 4.19mm Thermoplastic Bulk CSA/UL Electric Indicator, Slow Blow, 0.75A, 250VAC, 50A (IR), Surface Mount",Slow Blow,,Motor Circuit,SLOW,6.35mm,4.19mm,9.45mm,0.75A,Thermoplastic,10.16 X 6.35 X 4.19mm,e0,0.327J,Low,250V,,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,9.45mm  x  6.35mm  x  4.19mm,,,9.45mm,50A,0.75A,250V,250V,,indicator subred slow blow movement 0 75a 250v smd gull wing 10 16 x 6 35 x 4 19mm thermoplastic bulk csa ul electric indicator slow blow 0 75a 250vac 50a ir surface mount motor circuit slow thermoplastic 10 16 x 6 35 x 4 19mm
A212,"Indicator SubRed Slow Blow Movement 0.75A 250V SMD Gull Wing 10.16 X 6.35 X 4.19mm Thermoplastic T/R CSA/UL Electric Indicator, Slow Blow, 0.75A, 250VAC, 50A (IR), Surface Mount",Slow Blow,,Motor Circuit,SLOW,6.35mm,4.19mm,9.45mm,0.75A,Thermoplastic,10.16 X 6.35 X 4.19mm,e0,0.327J,Low,250V,,,Surface Mount,SURFACE MOUNT,2.0,125Cel,-55Cel,9.45mm  x  6.35mm  x  4.19mm,,,9.45mm,50A,0.75A,250V,250V,,indicator subred slow blow movement 0 75a 250v smd gull wing 10 16 x 6 35 x 4 19mm thermoplastic t r csa ul electric indicator slow blow 0 75a 250vac 50a ir surface mount motor circuit slow thermoplastic 10 16 x 6 35 x 4 19mm
